Application_ID,Applicant_ID,Business_Sector,Business_Location,Business_Age,Number_of_Employees,Annual_Revenue,Application_Date,Monthly_Income,Monthly_Expenses,Cash_Flow,Loan_Amount,Loan_Tenure,Existing_Debt,Collateral_Value,Debt_to_Income,DSCR,Credit_History,Previous_Default,Previous_Loan_Count,Previous_Late_Payment,Credit_Score,Application_Status,Rejection_Reason,Processing_Time,Default_Flag,Days_Past_Due,Repayment_Status
APP00601,SME00601,Retail,Rajshahi,2.2,6,7254865,2025-05-08,92793,55134,37659,3149000,48,915114,4842464,1.53,0.57,1.4,0,0,0,659,Rejected,High debt-to-income,10.1,NA,NA,NA
APP00602,SME00602,Retail,Dhaka,10.5,8,4031845,2024-08-16,95456,79115,16341,1222000,24,82801,836383,0.61,0.32,5.4,0,1,0,620,Rejected,Insufficient collateral,3.6,NA,NA,NA
APP00603,SME00603,Services,Chattogram,5.4,12,1114265,2026-05-04,20537,13529,7008,354000,36,114563,363590,0.94,0.71,4.2,0,1,0,686,Rejected,High debt-to-income,6.2,NA,NA,NA
APP00604,SME00604,Retail,Rajshahi,7.8,2,2008075,2026-04-04,27779,15161,12618,584000,24,209050,564002,1.5,0.52,7.7,1,8,3,567,Rejected,Previous default record,5.6,NA,NA,NA
APP00605,SME00605,Manufacturing,Chattogram,5.2,52,1022992,2024-01-28,18677,7641,11036,177000,24,144090,251620,1.04,1.5,4.4,0,1,0,668,Rejected,High debt-to-income,19.3,NA,NA,NA
APP00606,SME00606,Retail,Sylhet,6.3,12,4527405,2025-09-27,116562,50126,66436,998000,36,27808,1047666,0.26,2.4,3.2,0,1,3,573,Rejected,Poor credit history,5.7,NA,NA,NA
APP00607,SME00607,Services,Sylhet,5.4,3,2240162,2024-08-09,46799,23636,23163,1223000,36,169452,1230024,1.03,0.68,3.8,0,0,0,672,Rejected,Incomplete documentation,7.2,NA,NA,NA
APP00608,SME00608,Trading,Chattogram,7.2,11,1298889,2026-06-03,36232,18654,17578,446000,60,805885,580324,2.06,2.36,4.9,0,4,0,540,Rejected,High debt-to-income,4.6,NA,NA,NA
APP00609,SME00609,Retail,Sylhet,7.9,7,1703800,2024-07-03,34784,17744,17040,711000,60,167765,907110,0.74,1.44,6.4,0,3,0,634,Rejected,High debt-to-income,5.9,NA,NA,NA
APP00610,SME00610,Manufacturing,Chattogram,3.3,5,1193995,2025-12-19,20305,16521,3784,344000,48,52382,350180,0.57,0.53,2.2,0,1,1,619,Rejected,Incomplete documentation,7.5,NA,NA,NA
APP00611,SME00611,Retail,Barishal,4,8,4881199,2024-10-26,137877,87579,50298,2713000,60,117499,2095058,0.4,1.11,3.1,0,1,2,623,Rejected,Insufficient collateral,3.3,NA,NA,NA
APP00612,SME00612,Manufacturing,Chattogram,30.4,12,1603685,2026-04-18,39325,17456,21869,922000,36,21653,1452192,0.7,0.85,17.1,1,9,3,600,Rejected,Previous default record,2.2,NA,NA,NA
APP00613,SME00613,Manufacturing,Chattogram,10.9,7,2245398,2026-04-06,48582,27270,21312,540000,24,50133,616832,0.55,0.95,7.2,0,5,0,717,Rejected,Incomplete documentation,12.6,NA,NA,NA
APP00614,SME00614,Retail,Dhaka,4.5,10,2860695,2025-01-02,63318,32756,30562,1299000,36,1206552,1218251,2.16,0.85,4.4,0,1,0,628,Rejected,High debt-to-income,23.6,NA,NA,NA
APP00615,SME00615,Services,Barishal,7.9,2,16342721,2026-07-01,327164,215316,111848,8621000,48,143449,10209015,0.59,0.62,6.2,1,3,0,622,Rejected,Previous default record,7,NA,NA,NA
APP00616,SME00616,Agriculture,Sylhet,1.1,24,2253992,2024-04-25,40485,22440,18045,1080000,60,86245,1328267,0.62,1,0.9,0,0,0,654,Rejected,High debt-to-income,17.6,NA,NA,NA
APP00617,SME00617,Trading,Barishal,2.9,6,456984,2026-05-31,13181,7311,5870,156000,48,193082,207800,1.47,1.81,2,0,1,0,604,Rejected,High debt-to-income,5,NA,NA,NA
APP00618,SME00618,Trading,Khulna,2.6,11,1435245,2026-05-14,27009,19942,7067,307000,36,1534151,455621,5.05,0.83,2,0,0,0,610,Rejected,High debt-to-income,3.9,NA,NA,NA
APP00619,SME00619,Retail,Rajshahi,1.5,7,1914520,2024-07-22,30247,13308,16939,1088000,48,78028,1405279,0.96,0.75,1.3,0,0,0,655,Rejected,High debt-to-income,2.9,NA,NA,NA
APP00620,SME00620,Retail,Khulna,10.2,17,3202826,2025-05-31,71703,55573,16130,1031000,48,120553,1589530,0.44,0.75,7.5,0,6,0,649,Approved,NA,4.9,0,0,Current
APP00621,SME00621,Retail,Khulna,1.4,52,567696,2026-07-16,9585,7483,2102,270000,12,54448,269021,2.82,0.3,1.3,1,1,8,389,Rejected,Previous default record,9.4,NA,NA,NA
APP00622,SME00622,Manufacturing,Barishal,6.7,9,2007288,2026-02-19,25972,14198,11774,1101000,24,264129,1264662,2.61,0.3,4.7,0,1,0,646,Rejected,High debt-to-income,4.5,NA,NA,NA
APP00623,SME00623,Trading,Chattogram,4.5,5,2878688,2024-11-17,44634,33924,10710,1704000,36,17172,1216352,1.09,0.3,3.5,1,1,3,547,Rejected,Previous default record,11.3,NA,NA,NA
APP00624,SME00624,Services,Chattogram,1.7,7,1428452,2024-03-06,26937,19557,7380,529000,12,152784,356020,2.11,0.3,1.1,0,1,1,569,Rejected,High debt-to-income,9.5,NA,NA,NA
APP00625,SME00625,Trading,Sylhet,7,35,1325486,2026-08-25,25797,17769,8028,246000,12,100251,215461,1.12,0.39,5.6,0,0,0,622,Rejected,Insufficient collateral,4.6,NA,NA,NA
APP00626,SME00626,Manufacturing,Barishal,12.7,4,323492,2024-07-23,4933,1993,2940,163000,36,306133,112220,6.09,0.65,7.9,0,2,0,641,Rejected,High debt-to-income,5.6,NA,NA,NA
APP00627,SME00627,Trading,Rajshahi,6.4,10,3431599,2026-07-01,53456,28805,24651,1017000,24,19430,1148265,0.82,0.58,4,0,0,1,678,Rejected,High debt-to-income,6.6,NA,NA,NA
APP00628,SME00628,Retail,Dhaka,9.3,10,999995,2024-05-03,26294,12415,13879,161000,24,68345,217607,0.47,2.07,7.5,0,1,0,711,Approved,NA,5.8,0,0,Current
APP00629,SME00629,Services,Sylhet,4.1,30,744876,2024-09-23,18640,7898,10742,440000,12,26578,702881,2.09,0.3,3.9,1,1,2,505,Rejected,Previous default record,5.5,NA,NA,NA
APP00630,SME00630,Retail,Barishal,2.3,6,4716759,2025-11-02,92904,65183,27721,1159000,60,123130,1833335,0.32,1.44,1.2,0,0,1,695,Rejected,Incomplete documentation,10.6,NA,NA,NA
APP00631,SME00631,Retail,Rajshahi,6.5,2,707480,2024-04-27,15934,11059,4875,402000,48,357732,583479,2.4,0.58,5.9,0,3,0,641,Rejected,High debt-to-income,14,NA,NA,NA
APP00632,SME00632,Trading,Barishal,17.8,13,5449980,2024-03-31,79706,42695,37011,2489000,48,135083,3643685,0.79,0.71,12.4,0,5,0,727,Rejected,High debt-to-income,8.9,NA,NA,NA
APP00633,SME00633,Trading,Dhaka,1.5,9,1144468,2024-05-04,28859,19052,9807,563000,12,78168,834364,1.85,0.3,1.3,0,2,1,598,Rejected,High debt-to-income,8.6,NA,NA,NA
APP00634,SME00634,Trading,Dhaka,7.2,54,3071091,2025-03-03,77259,50200,27059,1331000,60,35675,1891535,0.33,1.22,3.7,0,4,0,612,Rejected,Incomplete documentation,9.6,NA,NA,NA
APP00635,SME00635,Manufacturing,Khulna,4.2,5,1120969,2024-09-22,27171,17723,9448,671000,48,50329,869039,0.67,0.68,2.8,0,0,1,688,Approved,NA,3.5,0,0,Current
APP00636,SME00636,Services,Chattogram,5.7,20,4114465,2026-04-29,103944,77154,26790,876000,60,78507,586735,0.2,1.83,4.8,1,1,1,587,Rejected,Previous default record,7.6,NA,NA,NA
APP00637,SME00637,Trading,Khulna,2.3,9,2705234,2025-05-09,55361,40785,14576,698000,36,50118,770995,0.43,0.75,1.4,0,0,0,620,Rejected,Incomplete documentation,5.2,NA,NA,NA
APP00638,SME00638,Manufacturing,Khulna,3.5,4,655585,2026-03-10,13520,10366,3154,285000,24,247922,316554,2.41,0.3,2.8,0,5,0,578,Rejected,High debt-to-income,4.4,NA,NA,NA
APP00639,SME00639,Services,Sylhet,9.1,3,682020,2026-07-08,15856,11908,3948,296000,60,18806,346981,0.41,0.8,5.9,0,5,0,624,Approved,NA,3.1,0,0,Current
APP00640,SME00640,Services,Khulna,3.9,2,3614079,2024-05-05,66503,29560,36943,2160000,60,680253,2419021,1.39,1.03,3.3,0,0,0,596,Rejected,High debt-to-income,7,NA,NA,NA
APP00641,SME00641,Retail,Rajshahi,2.4,1,3073124,2025-09-22,83056,50203,32853,1076000,60,59062,1677449,0.28,1.83,1.6,0,1,0,682,Approved,NA,7.5,0,0,Current
APP00642,SME00642,Trading,Dhaka,7.4,16,6432599,2026-08-02,183662,79805,103857,2904000,48,538386,3427533,0.57,1.72,3.8,0,3,0,661,Rejected,High debt-to-income,4.8,NA,NA,NA
APP00643,SME00643,Manufacturing,Barishal,4.5,10,3220235,2025-09-26,62959,44836,18123,594000,48,25889,633025,0.23,1.46,4.3,0,3,0,745,Rejected,Incomplete documentation,13.5,NA,NA,NA
APP00644,SME00644,Services,Barishal,9.9,24,1916762,2025-05-17,51448,29704,21744,877000,36,556472,1350186,1.37,0.89,6.6,0,1,0,642,Rejected,High debt-to-income,4.7,NA,NA,NA
APP00645,SME00645,Manufacturing,Khulna,10.6,22,360142,2026-05-24,7472,3216,4256,65000,24,146597,71455,2,1.57,8.8,0,4,1,657,Rejected,High debt-to-income,9.3,NA,NA,NA
APP00646,SME00646,Manufacturing,Chattogram,3.2,2,3515688,2024-09-29,73195,57061,16134,833000,36,29323,582665,0.35,0.7,2.7,0,2,2,642,Rejected,Insufficient collateral,21,NA,NA,NA
APP00647,SME00647,Retail,Rajshahi,5.4,13,3136209,2025-09-16,79285,32189,47096,1072000,48,261128,982324,0.56,2.11,3.5,0,6,1,609,Rejected,Insufficient collateral,8.5,NA,NA,NA
APP00648,SME00648,Retail,Rajshahi,3.6,15,1173949,2025-05-19,25663,14462,11201,673000,24,499171,790527,2.71,0.4,2.8,0,0,0,640,Rejected,High debt-to-income,10.3,NA,NA,NA
APP00649,SME00649,Textiles,Rajshahi,0.5,51,727153,2026-07-29,13571,5708,7863,376000,24,36389,510210,1.38,0.5,0.4,1,0,5,440,Rejected,Previous default record,11.7,NA,NA,NA
APP00650,SME00650,Agriculture,Khulna,5.8,4,2689275,2025-10-19,50686,22542,28144,727000,36,268703,450972,0.84,1.39,5.7,0,6,3,654,Rejected,Insufficient collateral,11,NA,NA,NA
APP00651,SME00651,Trading,Rajshahi,2.9,30,4862352,2026-05-01,69625,39584,30041,2787000,60,118296,2408140,0.81,0.65,1.8,0,2,0,621,Rejected,Insufficient collateral,2,NA,NA,NA
APP00652,SME00652,Textiles,Dhaka,0.5,4,2379454,2025-07-14,60657,35136,25521,539000,24,106069,737921,0.52,1.14,0.4,1,0,5,509,Rejected,Previous default record,4.3,NA,NA,NA
APP00653,SME00653,Agriculture,Sylhet,2.5,5,2134840,2025-11-23,40022,19698,20324,1279000,24,32819,1352814,1.4,0.38,1.8,0,0,0,592,Rejected,High debt-to-income,18.1,NA,NA,NA
APP00654,SME00654,Manufacturing,Sylhet,5.2,4,668730,2025-01-28,9413,4229,5184,288000,24,130968,235534,2.43,0.43,5.1,0,1,2,647,Rejected,High debt-to-income,4.2,NA,NA,NA
APP00655,SME00655,Manufacturing,Dhaka,1.6,4,1008684,2026-05-29,14863,8125,6738,267000,60,99758,274665,0.86,1.51,1.4,0,1,0,559,Rejected,High debt-to-income,10.4,NA,NA,NA
APP00656,SME00656,Retail,Dhaka,17,5,2526508,2026-03-17,52296,23984,28312,1406000,12,331055,1173217,2.77,0.3,15.7,0,7,0,744,Rejected,High debt-to-income,7.6,NA,NA,NA
APP00657,SME00657,Trading,Barishal,2.4,17,678305,2024-10-16,12809,6971,5838,161000,60,254837,217689,1.87,2.18,1.5,0,0,1,488,Rejected,High debt-to-income,3.9,NA,NA,NA
APP00658,SME00658,Trading,Barishal,4.3,11,3872182,2024-01-09,83990,69026,14964,1176000,12,135694,794110,1.3,0.3,3.7,0,0,1,554,Rejected,Insufficient collateral,11,NA,NA,NA
APP00659,SME00659,Retail,Rajshahi,7.3,12,2524141,2026-08-25,47676,22335,25341,1487000,12,48637,1572869,2.68,0.3,6.2,0,7,0,605,Rejected,High debt-to-income,1.2,NA,NA,NA
APP00660,SME00660,Retail,Khulna,19.2,11,2242747,2025-01-22,50309,24097,26212,429000,48,185699,413667,0.49,2.93,18.1,0,7,2,820,Rejected,Insufficient collateral,20.5,NA,NA,NA
APP00661,SME00661,Services,Dhaka,8.6,8,1718819,2025-01-28,41883,34160,7723,414000,60,64931,458434,0.29,1.12,7,0,3,0,679,Approved,NA,8.6,0,0,Current
APP00662,SME00662,Agriculture,Sylhet,8.6,19,2324047,2024-04-11,67628,51731,15897,775000,36,26554,876648,0.35,0.74,6.3,0,1,0,739,Approved,NA,8.7,0,0,Current
APP00663,SME00663,Retail,Sylhet,2.3,3,1398412,2024-12-09,27016,20740,6276,423000,60,73159,393755,0.49,0.89,2.1,0,1,1,666,Rejected,Insufficient collateral,14.9,NA,NA,NA
APP00664,SME00664,Services,Chattogram,14.7,44,4146481,2025-03-19,61220,39590,21630,1438000,36,35215,2226485,0.7,0.54,10.5,0,8,1,683,Rejected,Incomplete documentation,2.9,NA,NA,NA
APP00665,SME00665,Trading,Sylhet,7.4,6,2037715,2026-06-25,45951,27065,18886,726000,60,292867,988010,0.79,1.56,6,0,3,0,646,Rejected,Incomplete documentation,10,NA,NA,NA
APP00666,SME00666,Services,Sylhet,7.4,2,300628,2025-01-14,8574,5437,3137,63000,48,69908,58787,0.83,2.39,6,0,6,1,605,Rejected,Insufficient collateral,23.3,NA,NA,NA
APP00667,SME00667,Manufacturing,Khulna,11.3,21,2067953,2026-03-29,39239,15828,23411,473000,12,15564,313869,1.04,0.59,8.2,0,6,1,672,Rejected,Insufficient collateral,11,NA,NA,NA
APP00668,SME00668,Retail,Khulna,7.8,21,5109849,2025-12-10,135774,59223,76551,2301000,48,305031,2358302,0.54,1.6,7.7,1,4,0,649,Approved,NA,4.4,0,0,Current
APP00669,SME00669,Services,Barishal,5.1,3,1005907,2026-01-12,19490,12838,6652,352000,36,39912,367051,0.67,0.68,4.3,0,3,0,727,Rejected,High debt-to-income,9.3,NA,NA,NA
APP00670,SME00670,Retail,Barishal,7.4,11,1255765,2025-09-21,29267,24681,4586,436000,48,622619,473567,2.08,0.5,5.1,0,4,0,663,Rejected,High debt-to-income,4,NA,NA,NA
APP00671,SME00671,Retail,Rajshahi,12.5,13,2031387,2024-10-31,53006,27488,25518,505000,36,164904,659118,0.52,1.82,8.2,0,3,0,729,Approved,NA,3.7,0,0,Current
APP00672,SME00672,Services,Chattogram,0.7,5,3733352,2026-05-26,105832,64123,41709,1947000,12,10063,3026958,1.54,0.3,0.4,1,1,0,475,Rejected,Previous default record,7.9,NA,NA,NA
APP00673,SME00673,Trading,Rajshahi,2.5,16,862747,2025-02-14,11360,8333,3027,509000,24,1134667,588824,10.19,0.3,1.8,0,0,0,589,Rejected,High debt-to-income,8.3,NA,NA,NA
APP00674,SME00674,Retail,Chattogram,6,13,979075,2025-01-15,20321,8190,12131,240000,60,84108,240414,0.54,3.03,5.3,0,0,0,772,Approved,NA,6.8,0,0,Current
APP00675,SME00675,Trading,Rajshahi,2.1,21,762069,2026-07-22,14181,7151,7030,391000,12,45276,600891,2.56,0.3,2,0,1,0,561,Rejected,High debt-to-income,2.2,NA,NA,NA
APP00676,SME00676,Trading,Chattogram,35.3,44,7097829,2026-04-13,110907,47810,63097,2792000,48,114000,2599318,0.61,1.08,30.1,0,19,0,757,Rejected,Insufficient collateral,9.1,NA,NA,NA
APP00677,SME00677,Trading,Barishal,9.3,1,615995,2025-06-14,9222,4167,5055,263000,48,495620,285056,5.07,0.92,6.3,0,7,0,599,Rejected,High debt-to-income,4.7,NA,NA,NA
APP00678,SME00678,Trading,Rajshahi,5.4,2,3943877,2025-05-01,99580,45634,53946,2260000,60,232814,1709266,0.57,1.43,3.8,0,2,0,619,Approved,NA,13.2,0,0,Current
APP00679,SME00679,Retail,Chattogram,3.1,6,1062029,2026-05-19,23162,14947,8215,432000,36,54731,379997,0.72,0.68,1.8,0,3,1,627,Rejected,Insufficient collateral,2.9,NA,NA,NA
APP00680,SME00680,Retail,Khulna,4.4,3,2769160,2025-02-15,58602,46480,12122,901000,36,109892,1160703,0.58,0.48,3.1,0,2,0,636,Rejected,Incomplete documentation,5,NA,NA,NA
APP00681,SME00681,Retail,Dhaka,7.4,8,454184,2025-06-03,12771,10311,2460,166000,36,40593,120967,0.63,0.53,4.1,0,2,0,614,Rejected,Insufficient collateral,3.4,NA,NA,NA
APP00682,SME00682,Agriculture,Barishal,4.3,17,3060365,2024-12-18,60230,25750,34480,1752000,48,139888,2800005,0.8,0.94,3.3,0,4,0,657,Rejected,Incomplete documentation,9.7,NA,NA,NA
APP00683,SME00683,Services,Rajshahi,2.1,7,1453644,2024-05-04,40229,16700,23529,785000,36,209977,885269,0.98,1.08,1.1,0,0,1,584,Rejected,High debt-to-income,10.8,NA,NA,NA
APP00684,SME00684,Textiles,Sylhet,5.5,6,4314549,2024-05-23,75083,52954,22129,1285000,24,17318,1901386,0.73,0.41,4.7,0,1,0,674,Rejected,Incomplete documentation,2.2,NA,NA,NA
APP00685,SME00685,Retail,Sylhet,6.1,1,1117575,2025-08-12,27496,11387,16109,363000,36,16104,355825,0.42,1.6,4.2,0,1,1,582,Rejected,Insufficient collateral,9,NA,NA,NA
APP00686,SME00686,Services,Chattogram,5.3,16,1437057,2024-03-02,41195,28524,12671,839000,60,212551,609365,0.77,0.91,3.4,1,2,11,421,Rejected,Previous default record,3,NA,NA,NA
APP00687,SME00687,Trading,Chattogram,3.6,15,1706718,2024-06-26,46058,26654,19404,413000,36,432297,601847,1.03,1.69,2.6,0,1,1,636,Rejected,High debt-to-income,1.9,NA,NA,NA
APP00688,SME00688,Trading,Sylhet,10.3,14,1894573,2024-02-10,29520,22927,6593,456000,12,39881,526933,1.4,0.3,7.2,0,1,0,649,Rejected,High debt-to-income,2.3,NA,NA,NA
APP00689,SME00689,Services,Barishal,9.4,7,1918959,2024-08-20,38170,31145,7025,339000,36,980226,266345,2.39,0.75,5.3,0,1,0,565,Rejected,High debt-to-income,7.7,NA,NA,NA
APP00690,SME00690,Manufacturing,Dhaka,11,6,7143243,2025-09-06,135319,69808,65511,2223000,36,415490,1449223,0.71,1.06,5.7,1,1,2,594,Rejected,Previous default record,5.7,NA,NA,NA
APP00691,SME00691,Manufacturing,Rajshahi,8.7,1,2874907,2024-04-23,66426,55583,10843,1337000,60,98599,2061447,0.46,0.49,5,0,3,0,684,Rejected,High debt-to-income,2.7,NA,NA,NA
APP00692,SME00692,Trading,Barishal,3.5,12,1001883,2025-08-24,13301,8655,4646,358000,12,314996,418825,4.22,0.3,1.8,1,1,0,499,Rejected,High debt-to-income,6.6,NA,NA,NA
APP00693,SME00693,Agriculture,Rajshahi,1.3,11,1201211,2024-12-20,32159,23236,8923,262000,12,2129523,289129,6.2,0.41,0.7,0,1,0,611,Rejected,High debt-to-income,11.6,NA,NA,NA
APP00694,SME00694,Services,Sylhet,13,3,1595583,2025-07-09,34369,13801,20568,583000,12,134739,542270,1.74,0.42,10.6,0,2,0,727,Rejected,Insufficient collateral,8.8,NA,NA,NA
APP00695,SME00695,Trading,Sylhet,4.5,5,960686,2025-08-14,12306,6231,6075,499000,48,105789,618230,1.56,0.58,3.1,0,2,1,563,Rejected,High debt-to-income,4,NA,NA,NA
APP00696,SME00696,Services,Dhaka,10.6,11,1524420,2024-10-29,28024,12216,15808,525000,60,29003,534693,0.4,1.81,9.1,0,3,1,735,Rejected,Incomplete documentation,7.2,NA,NA,NA
APP00697,SME00697,Manufacturing,Chattogram,4.5,7,1273011,2025-04-19,23340,14334,9006,465000,60,621980,623510,2.55,1.16,3.6,0,2,0,618,Rejected,High debt-to-income,6.9,NA,NA,NA
APP00698,SME00698,Textiles,Dhaka,13.2,2,1829349,2026-06-12,23420,18088,5332,593000,12,297345,713983,3.17,0.3,11.6,0,14,0,664,Rejected,High debt-to-income,8.1,NA,NA,NA
APP00699,SME00699,Agriculture,Sylhet,2.8,4,3968718,2024-05-21,85571,62532,23039,2090000,24,466983,2778834,1.47,0.3,2.4,0,0,1,610,Rejected,High debt-to-income,4.9,NA,NA,NA
APP00700,SME00700,Retail,Barishal,3.9,12,3552603,2024-03-24,56365,41364,15001,1037000,24,25191,1036872,0.8,0.35,2,0,2,0,705,Rejected,Insufficient collateral,3.2,NA,NA,NA
APP00701,SME00701,Services,Sylhet,6.3,3,2000768,2024-06-17,46847,19560,27287,798000,60,77287,646188,0.42,2.05,3.9,0,3,1,641,Rejected,Insufficient collateral,2.7,NA,NA,NA
APP00702,SME00702,Manufacturing,Sylhet,1.6,8,3201162,2025-02-24,59551,36625,22926,756000,36,361826,863714,0.86,1.09,1.4,0,2,0,611,Approved,NA,8.8,0,0,Current
APP00703,SME00703,Trading,Rajshahi,3.5,14,787368,2024-06-14,17156,13511,3645,445000,60,57271,667823,0.71,0.49,2.1,0,1,0,669,Rejected,High debt-to-income,1.4,NA,NA,NA
APP00704,SME00704,Services,Rajshahi,0.7,3,1151544,2024-09-15,17838,10059,7779,174000,48,148867,237022,0.9,2.15,0.6,0,0,0,639,Rejected,High debt-to-income,4.7,NA,NA,NA
APP00705,SME00705,Services,Barishal,2,18,5677071,2025-05-28,144404,108394,36010,1820000,36,196492,1115980,0.46,0.71,1.6,1,1,1,550,Rejected,Previous default record,11.7,NA,NA,NA
APP00706,SME00706,Services,Dhaka,1.6,16,1975074,2026-03-27,38679,25638,13041,420000,24,267823,447968,1.03,0.75,1.4,0,2,0,622,Rejected,Incomplete documentation,1.4,NA,NA,NA
APP00707,SME00707,Trading,Dhaka,3.7,7,4121936,2025-09-21,89641,36859,52782,1383000,12,316321,2007080,1.58,0.46,2.5,0,0,1,571,Rejected,High debt-to-income,4.9,NA,NA,NA
APP00708,SME00708,Retail,Chattogram,4.3,7,9087923,2024-06-15,174886,110965,63921,3411000,12,92648,2838888,1.67,0.3,3.4,0,3,1,574,Rejected,Insufficient collateral,5.4,NA,NA,NA
APP00709,SME00709,Retail,Chattogram,2.9,7,3352498,2026-07-20,66856,44380,22476,1254000,60,181342,945074,0.54,1.08,2.3,0,0,0,704,Approved,NA,1.7,0,0,Current
APP00710,SME00710,Manufacturing,Barishal,2.2,16,1354180,2025-04-01,37809,23785,14024,616000,36,77684,685349,0.62,0.82,2.1,0,0,0,660,Rejected,High debt-to-income,10.6,NA,NA,NA
APP00711,SME00711,Agriculture,Barishal,6.6,3,1777642,2025-03-22,31486,18656,12830,954000,48,298142,846440,1.42,0.65,6.4,0,3,0,622,Rejected,Insufficient collateral,6.1,NA,NA,NA
APP00712,SME00712,Agriculture,Barishal,0.4,4,3626699,2025-02-03,81830,56461,25369,1208000,60,92850,847171,0.34,1.26,0.3,0,2,2,557,Rejected,Insufficient collateral,5.2,NA,NA,NA
APP00713,SME00713,Retail,Sylhet,7.8,7,3978941,2026-01-07,59437,38531,20906,1744000,24,79194,2478613,1.33,0.3,7.3,0,4,0,726,Rejected,High debt-to-income,13,NA,NA,NA
APP00714,SME00714,Services,Khulna,5,7,3328099,2025-07-31,85684,60348,25336,654000,48,87242,926331,0.24,1.86,4.2,0,1,0,647,Approved,NA,1.9,0,0,Current
APP00715,SME00715,Services,Khulna,2.8,6,5198324,2025-01-26,148226,111775,36451,2031000,12,541826,1418220,1.45,0.3,2.5,1,2,4,562,Rejected,Previous default record,2.3,NA,NA,NA
APP00716,SME00716,Services,Sylhet,6.3,9,1607771,2024-08-15,41985,21333,20652,463000,60,465728,565482,1.11,2.68,5.6,0,3,1,679,Approved,NA,4,0,0,Current
APP00717,SME00717,Retail,Sylhet,5.2,7,1621518,2026-03-20,38543,16093,22450,263000,48,236426,237910,0.65,4.1,2.9,0,2,0,616,Rejected,Insufficient collateral,11.7,NA,NA,NA
APP00718,SME00718,Retail,Sylhet,3.9,8,2960817,2026-03-14,46880,19104,27776,499000,12,52330,735155,0.98,0.67,3.3,0,1,1,661,Rejected,High debt-to-income,3.1,NA,NA,NA
APP00719,SME00719,Trading,Sylhet,4.2,10,1678631,2026-03-27,38107,17197,20910,281000,24,105087,421064,0.54,1.79,2.7,0,1,0,748,Approved,NA,10.6,0,0,Current
APP00720,SME00720,Manufacturing,Dhaka,2.2,3,2324632,2024-10-06,34579,16488,18091,1366000,12,193821,1143124,3.76,0.3,1.7,0,0,1,530,Rejected,High debt-to-income,6.8,NA,NA,NA
APP00721,SME00721,Trading,Rajshahi,1.4,5,7311979,2025-01-12,178091,114960,63131,3288000,60,94658,2105398,0.35,1.15,0.8,1,0,3,554,Rejected,Previous default record,7.3,NA,NA,NA
APP00722,SME00722,Manufacturing,Barishal,3.1,5,1004377,2024-04-30,23747,15613,8134,353000,24,1184644,419356,4.78,0.55,2.8,0,0,0,646,Rejected,High debt-to-income,5.4,NA,NA,NA
APP00723,SME00723,Trading,Khulna,1.8,3,846749,2026-05-22,13598,8490,5108,346000,12,686062,280331,6.32,0.3,1.7,0,2,1,568,Rejected,High debt-to-income,5.1,NA,NA,NA
APP00724,SME00724,Retail,Khulna,4,5,800438,2026-03-24,16517,8449,8068,475000,60,99037,402236,0.98,1.02,3.3,0,1,1,680,Rejected,Insufficient collateral,1.9,NA,NA,NA
APP00725,SME00725,Retail,Dhaka,4.4,5,1665991,2024-02-09,27112,13606,13506,309000,12,228974,398273,1.65,0.52,3.2,0,2,0,592,Rejected,High debt-to-income,4.5,NA,NA,NA
APP00726,SME00726,Services,Barishal,15,8,788409,2025-03-04,22020,16151,5869,367000,48,166929,402798,0.98,0.77,14.6,0,9,0,741,Approved,NA,4.5,0,0,Current
APP00727,SME00727,Retail,Dhaka,7.4,4,1878027,2024-07-03,23573,17546,6027,510000,24,171477,748824,1.51,0.3,6.4,0,0,0,627,Rejected,High debt-to-income,12,NA,NA,NA
APP00728,SME00728,Retail,Rajshahi,13.5,7,3885541,2025-11-01,58803,33365,25438,1739000,48,24248,2193618,0.65,0.7,9.8,0,7,0,708,Rejected,High debt-to-income,6.1,NA,NA,NA
APP00729,SME00729,Retail,Chattogram,3.9,7,2995914,2024-05-30,83778,42560,41218,959000,60,82526,881546,0.27,2.58,2.2,0,0,0,643,Approved,NA,10.3,0,0,Current
APP00730,SME00730,Manufacturing,Dhaka,3.6,17,1561133,2026-06-06,23389,12502,10887,255000,36,84354,320849,0.6,1.54,2.7,0,0,0,609,Rejected,High debt-to-income,9.8,NA,NA,NA
APP00731,SME00731,Retail,Dhaka,7.9,4,2250953,2024-10-06,53629,34492,19137,435000,12,592318,312526,1.6,0.53,6.7,0,2,0,654,Rejected,Insufficient collateral,3.5,NA,NA,NA
APP00732,SME00732,Textiles,Dhaka,1.2,8,1340627,2026-03-23,29703,21084,8619,516000,36,85221,661545,0.72,0.6,0.7,1,1,1,593,Rejected,Previous default record,6.7,NA,NA,NA
APP00733,SME00733,Textiles,Rajshahi,6.3,12,2046138,2026-01-21,26206,17347,8859,968000,48,676393,1359399,2.92,0.44,4.2,0,2,0,635,Rejected,High debt-to-income,18.9,NA,NA,NA
APP00734,SME00734,Agriculture,Khulna,7.2,4,10704941,2024-10-04,247318,136031,111287,2262000,60,360697,2387233,0.27,2.95,4.5,0,5,0,709,Rejected,Incomplete documentation,6.1,NA,NA,NA
